m1,m2,nested,nested_sd,plain,w1,w2,Temp,eps,test_p4,seg_oof,f1,f2,f3,f4,f5,delta_vs_prod,p4_gap
lcmnl3_drift,xgb_lw2,1.13045618329071,0.0144063118514054,1.1299132901646,0.492497077298507,0.507502922701493,0.983780675926392,0.00494573850647887,0.250012150105254,1.19679245498789,1.14615650690181,1.11544500803278,1.11963472841961,1.14526646394283,1.12577820915651,0.0022667279323374,0.0164978498947457
lcmnl3p,xgb_mono,1.13049371689706,0.0139455771389151,1.12999845920439,0.459659416116311,0.540340583883689,0.988101311191354,3.68992191702397e-07,0.249480443593941,1.1975251807354,1.14651071322247,1.11663521059785,1.12130603148029,1.14450106832003,1.12351556086467,0.00230426153869057,0.0170295564060586
lcmnl4,xgb_lw2bag,1.13050909223162,0.0137980814495093,1.13001065584731,0.39030322490339,0.60969677509661,0.969349722908258,3.9844903312851e-05,0.252542062398782,1.20018634809108,1.14272435329068,1.11081638921803,1.12321414678344,1.14347225231923,1.13231831954671,0.00231963687324521,0.0139679376012178
lcmnl3p,xgb_monobag,1.13052195648446,0.0140716528897353,1.13008138291201,0.411031478590692,0.588968521409308,0.965148129577835,7.31378716056802e-06,0.250310157409573,1.19939050853678,1.14432472499692,1.11261860869588,1.12213292665122,1.1449101138546,1.12862340822369,0.00233250112609196,0.0161998425904266
lcmnl,xgb_mono,1.13055733342483,0.0140298538153636,1.13004435796541,0.457894967936129,0.542105032063871,0.988390709705148,2.48131363133542e-06,0.249521512436479,1.19763668496644,1.14673637754305,1.11661652936655,1.12126701445105,1.14457298133043,1.12359376443308,0.00236787806645999,0.0169884875635207
lcmnl3,xgb_mono,1.13055733342483,0.0140298538153636,1.13004435796541,0.457894967936129,0.542105032063871,0.988390709705148,2.48131363133542e-06,0.249521512436479,1.19763668496644,1.14673637754305,1.11661652936655,1.12126701445105,1.14457298133043,1.12359376443308,0.00236787806645999,0.0169884875635207
lcmnl3x,xgb_mono,1.13055733342483,0.0140298538153636,1.13004435796541,0.457894967936129,0.542105032063871,0.988390709705148,2.48131363133542e-06,0.249521512436479,1.19763668496644,1.14673637754305,1.11661652936655,1.12126701445105,1.14457298133043,1.12359376443308,0.00236787806645999,0.0169884875635207
lcmnl,xgb_monobag,1.1305725609484,0.0141520373704547,1.13011872140185,0.409336167309006,0.590663832690994,0.965505978438195,7.78294592109815e-06,0.250350482903977,1.1995029758733,1.14452747381068,1.11258873712771,1.12208389368294,1.14497262700232,1.12869007311834,0.00238310559002608,0.0161595170960235
lcmnl3,xgb_monobag,1.1305725609484,0.0141520373704547,1.13011872140185,0.409336167309006,0.590663832690994,0.965505978438195,7.78294592109815e-06,0.250350482903977,1.1995029758733,1.14452747381068,1.11258873712771,1.12208389368294,1.14497262700232,1.12869007311834,0.00238310559002608,0.0161595170960235
lcmnl3x,xgb_monobag,1.1305725609484,0.0141520373704547,1.13011872140185,0.409336167309006,0.590663832690994,0.965505978438195,7.78294592109815e-06,0.250350482903977,1.1995029758733,1.14452747381068,1.11258873712771,1.12208389368294,1.14497262700232,1.12869007311834,0.00238310559002608,0.0161595170960235
lcmnl3_drift,xgb_lw3,1.13068345077723,0.0169274125296614,1.13025106107382,0.45774609428452,0.54225390571548,0.965329818894217,1.55818352073403e-05,0.215130247435679,1.1968498337247,1.15077815281028,1.10791756281271,1.12276659014315,1.14323476101349,1.1287201871065,0.00249399541885587,0.0513797525643209
